,associated_work,MCorMD,engine,molecule,replicate,temperature,density,density-std,forcefield
669,MoSDeF,MD,lammps-VU,waterSPCE,11,320.0,0.9861635502566243,0.008072274843890578,spce
670,MoSDeF,MD,gromacs,benzeneUA,8,450.0,0.7088503153861415,0.018979221507790762,benzene-ua
671,MoSDeF,MD,gromacs,pentaneUA-constrain_bonds,1,372.0,0.541784677622581,0.01202760036828486,trappe-ua
672,MoSDeF,MD,hoomd,ethanolAA,3,300.0,0.793509126792412,0.00721436697620631,oplsaa
673,MoSDeF,MD,gromacs,methaneUA,2,140.0,0.3758922413942505,0.0048701920930879885,trappe-ua
674,MoSDeF,MD,hoomd,ethanolAA,2,280.0,0.8145031323228052,0.006725688854285593,oplsaa
675,MoSDeF,MC,mcccs,benzeneUA,9,450.0,0.6982764972049247,0.013988537029547566,benzene-ua
676,MoSDeF,MC,mcccs,waterSPCE,7,280.0,1.0077014706361824,0.005986734843008502,spce
677,MoSDeF,MC,mcccs,pentaneUA-constrain_bonds,0,372.0,0.5406758590222753,0.012212625946259287,trappe-ua
678,MoSDeF,MD,hoomd,waterSPCE,15,300.0,0.9977922551062925,0.007547082010395627,spce
679,MoSDeF,MD,gromacs,methaneUA,13,140.0,0.37590675559956366,0.0043075581617308435,trappe-ua
680,MoSDeF,MD,gromacs,waterSPCE,4,300.0,0.9977120068295912,0.007731741963963409,spce
681,MoSDeF,MD,gromacs,ethanolAA,7,320.0,0.7734634835484075,0.01025386544284534,oplsaa
682,MoSDeF,MD,lammps-VU,ethanolAA,4,320.0,0.7739698937813756,0.007675662063413411,oplsaa
683,MoSDeF,MC,gomc,ethanolAA,13,300.0,0.7926841606760833,0.0068209388038109,oplsaa
684,MoSDeF,MD,hoomd,ethanolAA,8,280.0,0.8145977624368678,0.006696865916335596,oplsaa
685,MoSDeF,MC,gomc,methaneUA,10,140.0,0.37563769131708336,0.003802170838079311,trappe-ua
686,MoSDeF,MD,hoomd,waterSPCE,8,280.0,1.006586065403208,0.0073866080785650705,spce
687,MoSDeF,MD,hoomd,ethanolAA,14,320.0,0.7721861651430819,0.007815921234174692,oplsaa
688,MoSDeF,MD,gromacs,ethanolAA,13,320.0,0.7742890080919363,0.01045779105914506,oplsaa
689,MoSDeF,MD,lammps-VU,ethanolAA,13,280.0,0.8166132397964951,0.006648032508297756,oplsaa
690,MoSDeF,MC,gomc,benzeneUA,4,450.0,0.6970589963865832,0.012798142644230064,benzene-ua
691,MoSDeF,MD,hoomd,waterSPCE,15,320.0,0.9862230351218432,0.007873234519559657,spce
692,MoSDeF,MD,gromacs,benzeneUA,0,450.0,0.6926677602467788,0.02061546719043926,benzene-ua
693,MoSDeF,MD,hoomd,waterSPCE,13,300.0,0.9977424210921918,0.007626098868721974,spce
694,MoSDeF,MD,hoomd,ethanolAA,10,300.0,0.7937787843551453,0.007247981241773637,oplsaa
695,MoSDeF,MD,lammps-VU,waterSPCE,2,300.0,0.9978844271540991,0.007563192211499348,spce
696,MoSDeF,MC,mcccs,waterSPCE,3,320.0,0.9855645077757333,0.006839777672813773,spce
697,MoSDeF,MC,cassandra,pentaneUA-constrain_bonds,8,372.0,0.5415899699541666,0.012273046804568049,trappe-ua
698,MoSDeF,MD,hoomd,waterSPCE,6,320.0,0.9861943701149131,0.007867133963074384,spce
699,MoSDeF,MD,lammps-VU,pentaneUA-flexible_bonds,2,372.0,0.5422763275905882,0.011910879236604692,trappe-ua
700,MoSDeF,MD,lammps-VU,pentaneUA-flexible_bonds,4,372.0,0.54318899454467,0.012107426022677056,trappe-ua
701,MoSDeF,MC,cassandra,waterSPCE,12,280.0,1.0094140222108334,0.0071554147502430636,spce
702,MoSDeF,MD,gromacs,pentaneUA-flexible_bonds,0,372.0,0.5348019108580627,0.01923531632165254,trappe-ua
703,MoSDeF,MD,lammps-VU,ethanolAA,1,320.0,0.773867355308634,0.007777035373512819,oplsaa
704,MoSDeF,MD,hoomd,waterSPCE,14,320.0,0.9861234125986766,0.007883619744003251,spce
705,MoSDeF,MD,gromacs,benzeneUA,11,450.0,0.693777154395781,0.0236361180923503,benzene-ua
706,MoSDeF,MC,gomc,ethanolAA,14,300.0,0.7885900781909168,0.006399015090256513,oplsaa
707,MoSDeF,MD,gromacs,waterSPCE,0,300.0,0.9978161716289554,0.007736913446150514,spce
708,MoSDeF,MC,cassandra,ethanolAA,2,320.0,0.76790780176,0.008257046237406774,oplsaa
709,MoSDeF,MC,mcccs,waterSPCE,4,320.0,0.9856186897775745,0.0071818867135451875,spce
710,MoSDeF,MC,gomc,waterSPCE,13,320.0,0.9852482428944168,0.007292960621740566,spce
711,MoSDeF,MD,lammps-VU,waterSPCE,15,300.0,0.9980571027161619,0.007604190648359143,spce
712,MoSDeF,MC,cassandra,pentaneUA-constrain_bonds,10,372.0,0.5415000918400001,0.011780081579618153,trappe-ua
713,MoSDeF,MC,gomc,waterSPCE,1,300.0,0.9973694745866666,0.0062400857685199805,spce
714,MoSDeF,MC,mcccs,waterSPCE,8,280.0,1.0073297248805362,0.006934705696388454,spce
715,MoSDeF,MC,mcccs,ethanolAA,10,320.0,0.767194057628432,0.008197095811679211,oplsaa
716,MoSDeF,MC,cassandra,waterSPCE,1,280.0,1.0072099045499998,0.005917055387798704,spce
717,MoSDeF,MD,gromacs,ethanolAA,13,280.0,0.8170268562254347,0.009361059934371961,oplsaa
718,MoSDeF,MD,gromacs,ethanolAA,10,300.0,0.7953029263410013,0.009623829549725885,oplsaa
719,MoSDeF,MC,gomc,benzeneUA,7,450.0,0.6985329163153334,0.012625332285710483,benzene-ua
720,MoSDeF,MD,gromacs,benzeneUA,1,450.0,0.6975081773562279,0.01861188516290879,benzene-ua
721,MoSDeF,MC,cassandra,waterSPCE,0,280.0,1.0070097578316666,0.0076669211207402825,spce
722,MoSDeF,MC,mcccs,waterSPCE,13,320.0,0.9844329946724907,0.007339319098459693,spce
723,MoSDeF,MC,gomc,pentaneUA-constrain_bonds,15,372.0,0.5415194005778334,0.01177575291530239,trappe-ua
724,MoSDeF,MC,mcccs,waterSPCE,12,300.0,0.9984958758391479,0.007346496333456146,spce
725,MoSDeF,MD,gromacs,waterSPCE,9,280.0,1.006544500950884,0.007347738436098709,spce
726,MoSDeF,MD,hoomd,waterSPCE,5,300.0,0.997789327162653,0.007605083198216618,spce
727,MoSDeF,MC,gomc,waterSPCE,9,300.0,0.996801296322,0.005887818217086997,spce
728,MoSDeF,MC,cassandra,methaneUA,8,140.0,0.37551142773999996,0.004459083567311608,trappe-ua
729,MoSDeF,MD,gromacs,waterSPCE,7,300.0,0.9978560228139918,0.007421100358116787,spce
730,MoSDeF,MD,lammps-VU,waterSPCE,9,320.0,0.9866217805018614,0.007848679723375477,spce
731,MoSDeF,MC,mcccs,waterSPCE,11,280.0,1.0059993945183128,0.007792070277344284,spce
732,MoSDeF,MC,gomc,waterSPCE,4,280.0,1.00558388197775,0.0065941968868314825,spce
733,MoSDeF,MD,hoomd,waterSPCE,1,280.0,1.0065490837577904,0.0072894187888082424,spce
734,MoSDeF,MC,cassandra,ethanolAA,3,300.0,0.7910139674366666,0.007165671994144134,oplsaa
735,MoSDeF,MC,mcccs,benzeneUA,5,450.0,0.6981749889541382,0.013574206195639486,benzene-ua
736,MoSDeF,MD,hoomd,waterSPCE,9,320.0,0.9861756188837814,0.007845562940037043,spce
737,MoSDeF,MD,gromacs,benzeneUA,6,450.0,0.695797547839065,0.02194093289769563,benzene-ua
738,MoSDeF,MD,gromacs,waterSPCE,5,280.0,1.0067789177516058,0.007342047299602046,spce
739,MoSDeF,MD,gromacs,methaneUA,12,140.0,0.375886874901631,0.00459405440287891,trappe-ua
740,MoSDeF,MC,cassandra,ethanolAA,4,280.0,0.8117539980091666,0.006135062171159806,oplsaa
741,MoSDeF,MC,cassandra,waterSPCE,6,320.0,0.9858474680508332,0.008305189246802503,spce
742,MoSDeF,MD,lammps-VU,methaneUA,10,140.0,0.375895831970561,0.004511896324187126,trappe-ua
743,MoSDeF,MC,gomc,ethanolAA,7,320.0,0.769351109918,0.007841100116640238,oplsaa
744,MoSDeF,MC,mcccs,ethanolAA,7,320.0,0.7685095686510567,0.007767350086559681,oplsaa
745,MoSDeF,MD,gromacs,waterSPCE,5,320.0,0.9864435716494396,0.007986634954517425,spce
746,MoSDeF,MD,lammps-VU,ethanolAA,9,280.0,0.8161759539875897,0.0065697966641465625,oplsaa
747,MoSDeF,MD,hoomd,benzeneUA,8,450.0,0.6992085370445553,0.013660006755671705,benzene-ua
748,MoSDeF,MC,gomc,waterSPCE,10,320.0,0.9858812338739167,0.00768856283695592,spce
749,MoSDeF,MC,gomc,ethanolAA,12,280.0,0.8148081020029168,0.005846557819083378,oplsaa
750,MoSDeF,MD,hoomd,methaneUA,0,140.0,0.37594249832391213,0.004481380922501332,trappe-ua
751,MoSDeF,MC,mcccs,ethanolAA,9,280.0,0.8141789665630916,0.006564119216469355,oplsaa
752,MoSDeF,MD,hoomd,waterSPCE,9,300.0,0.9976502457246663,0.007540839914041845,spce
753,MoSDeF,MD,hoomd,waterSPCE,13,320.0,0.9862018144955901,0.007945125130006706,spce
754,MoSDeF,MC,gomc,ethanolAA,10,280.0,0.8137685589880833,0.006057209705485861,oplsaa
755,MoSDeF,MC,gomc,benzeneUA,9,450.0,0.6999297281830833,0.012994506853120504,benzene-ua
756,MoSDeF,MD,gromacs,ethanolAA,11,300.0,0.7961292931843319,0.01025113076188529,oplsaa
757,MoSDeF,MC,gomc,ethanolAA,8,280.0,0.813550890707,0.0060891946582719535,oplsaa
758,MoSDeF,MD,hoomd,waterSPCE,3,280.0,1.0067054831516549,0.007328557236349672,spce
759,MoSDeF,MD,lammps-VU,ethanolAA,1,280.0,0.8160589277069523,0.006496968277913754,oplsaa
760,MoSDeF,MD,gromacs,ethanolAA,14,300.0,0.7960023135387571,0.009004083514872798,oplsaa
761,MoSDeF,MC,gomc,waterSPCE,2,320.0,0.9867161100851666,0.0075146082092901745,spce
762,MoSDeF,MD,lammps-VU,ethanolAA,1,300.0,0.7955539406743581,0.007090918125889637,oplsaa
763,MoSDeF,MD,lammps-VU,ethanolAA,2,320.0,0.7741132665467694,0.007563069947454643,oplsaa
764,MoSDeF,MC,gomc,waterSPCE,7,300.0,0.9966529398876668,0.007384250450179614,spce
765,MoSDeF,MC,gomc,ethanolAA,9,300.0,0.7916185291308334,0.007320356368805502,oplsaa
766,MoSDeF,MD,hoomd,pentaneUA-flexible_bonds,6,372.0,0.5170514514616653,0.013171390650276466,trappe-ua
767,MoSDeF,MC,cassandra,waterSPCE,14,300.0,0.9965981137516666,0.006394929172423464,spce
768,MoSDeF,MC,gomc,waterSPCE,4,320.0,0.9843703881493334,0.0070652185348718515,spce
769,MoSDeF,MD,hoomd,methaneUA,12,140.0,0.3759220441869231,0.004477553837848038,trappe-ua
770,MoSDeF,MC,gomc,methaneUA,9,140.0,0.37576956862516664,0.003852461611911728,trappe-ua
771,MoSDeF,MC,gomc,ethanolAA,9,280.0,0.8132225294698334,0.006702515756113144,oplsaa
772,MoSDeF,MD,hoomd,waterSPCE,3,300.0,0.9977437374456697,0.007555677313978713,spce
773,MoSDeF,MC,cassandra,methaneUA,3,140.0,0.375807932625,0.004528692433260066,trappe-ua
774,MoSDeF,MC,cassandra,ethanolAA,5,280.0,0.8121649807775001,0.0067639058788048385,oplsaa
775,MoSDeF,MD,gromacs,waterSPCE,14,280.0,1.0066263645952451,0.007488267731923331,spce
776,MoSDeF,MD,gromacs,ethanolAA,14,280.0,0.8169514822133228,0.008718262437469239,oplsaa
777,MoSDeF,MD,gromacs,ethanolAA,15,280.0,0.8165928589794736,0.009239204481102768,oplsaa
778,MoSDeF,MD,hoomd,benzeneUA,11,450.0,0.6990600441018724,0.01373916603375343,benzene-ua
779,MoSDeF,MD,hoomd,benzeneUA,10,450.0,0.6991893758220986,0.013670603722886823,benzene-ua
780,MoSDeF,MD,lammps-VU,waterSPCE,11,280.0,1.0069371627961803,0.0072135075656944115,spce
781,MoSDeF,MD,lammps-VU,pentaneUA-flexible_bonds,8,372.0,0.5429551096974192,0.011843647691653929,trappe-ua
782,MoSDeF,MD,gromacs,pentaneUA-flexible_bonds,1,372.0,0.5341478920707557,0.020660685023380313,trappe-ua
783,MoSDeF,MC,gomc,ethanolAA,11,300.0,0.7911897589405835,0.006506431830786075,oplsaa
784,MoSDeF,MD,gromacs,ethanolAA,15,320.0,0.7737462969320198,0.010887656501017345,oplsaa
785,MoSDeF,MD,hoomd,pentaneUA-constrain_bonds,6,372.0,0.5418376594193276,0.0120137179062064,trappe-ua
786,MoSDeF,MC,mcccs,waterSPCE,2,300.0,0.9990597116014438,0.007670909040707533,spce
787,MoSDeF,MD,hoomd,ethanolAA,9,300.0,0.7939024870809275,0.007258750367506449,oplsaa
788,MoSDeF,MC,mcccs,ethanolAA,15,280.0,0.8122604985425029,0.00686038056046778,oplsaa
789,MoSDeF,MC,cassandra,waterSPCE,1,300.0,0.99717434876,0.007304709305721152,spce
790,MoSDeF,MD,lammps-VU,waterSPCE,6,320.0,0.986330700493557,0.007837108859002032,spce
791,MoSDeF,MC,cassandra,methaneUA,14,140.0,0.3756717497783334,0.004494563669258968,trappe-ua
792,MoSDeF,MD,hoomd,benzeneUA,1,450.0,0.6991178703937149,0.013611233003974267,benzene-ua
793,MoSDeF,MC,cassandra,waterSPCE,9,320.0,0.9862917892525,0.006897005571938657,spce
794,MoSDeF,MC,gomc,ethanolAA,9,320.0,0.7691121051884167,0.008052177694174262,oplsaa
795,MoSDeF,MC,gomc,waterSPCE,5,280.0,1.0054346607283333,0.00592660407841503,spce
796,MoSDeF,MD,lammps-VU,benzeneUA,4,450.0,0.697659317663006,0.014422093399975917,benzene-ua
797,MoSDeF,MC,mcccs,ethanolAA,7,300.0,0.791412303601188,0.007567912207709659,oplsaa
798,MoSDeF,MC,mcccs,benzeneUA,10,450.0,0.6985820812301342,0.013499777140983573,benzene-ua
799,MoSDeF,MD,hoomd,benzeneUA,15,450.0,0.699399767873842,0.013714605380991278,benzene-ua
800,MoSDeF,MD,lammps-VU,pentaneUA-flexible_bonds,7,372.0,0.5445689779834344,0.0114602809042857,trappe-ua
801,MoSDeF,MD,lammps-VU,benzeneUA,14,450.0,0.6977614731802356,0.014460252523851835,benzene-ua
802,MoSDeF,MC,gomc,waterSPCE,2,300.0,0.9982857438539168,0.007460451923745858,spce
803,MoSDeF,MD,gromacs,ethanolAA,1,300.0,0.7954523635067908,0.009790378963974755,oplsaa
804,MoSDeF,MC,cassandra,waterSPCE,5,300.0,0.9953463570116666,0.007538525073838185,spce
805,MoSDeF,MC,gomc,waterSPCE,15,320.0,0.9865414279020833,0.0067053114847073604,spce
806,MoSDeF,MC,gomc,benzeneUA,11,450.0,0.6995245285964167,0.012431142569102495,benzene-ua
807,MoSDeF,MC,cassandra,ethanolAA,6,280.0,0.81382947635,0.006508639167306392,oplsaa
808,MoSDeF,MD,gromacs,ethanolAA,6,300.0,0.7952132566284594,0.009325564938000595,oplsaa
809,MoSDeF,MC,cassandra,ethanolAA,2,300.0,0.7914398209433333,0.007716457134299562,oplsaa
810,MoSDeF,MC,mcccs,pentaneUA-constrain_bonds,13,372.0,0.541111639269674,0.0118577246291452,trappe-ua
811,MoSDeF,MD,gromacs,ethanolAA,4,280.0,0.8167919243055686,0.00940123450394322,oplsaa
812,MoSDeF,MD,gromacs,waterSPCE,10,300.0,0.9979860201543674,0.007607787637148917,spce
813,MoSDeF,MD,lammps-VU,ethanolAA,14,320.0,0.7739853959835723,0.007869341848626228,oplsaa
814,MoSDeF,MD,gromacs,ethanolAA,3,300.0,0.796561832286863,0.009303419906108853,oplsaa
815,MoSDeF,MD,hoomd,ethanolAA,10,320.0,0.7722086098103353,0.007721530937647046,oplsaa
816,MoSDeF,MC,gomc,benzeneUA,6,450.0,0.6982251095490835,0.013419449869502543,benzene-ua
817,MoSDeF,MD,lammps-VU,waterSPCE,1,280.0,1.006490025313538,0.007340665985738425,spce
818,MoSDeF,MD,gromacs,ethanolAA,6,280.0,0.8170146326813739,0.00899686474886369,oplsaa
819,MoSDeF,MC,mcccs,ethanolAA,0,320.0,0.7690250554904373,0.007782685852223574,oplsaa
820,MoSDeF,MD,lammps-VU,waterSPCE,13,280.0,1.0067095738153624,0.007257245183254015,spce
821,MoSDeF,MD,gromacs,ethanolAA,11,320.0,0.7742698699884046,0.01111000005700617,oplsaa
822,MoSDeF,MC,mcccs,methaneUA,2,140.0,0.3757274821665425,0.004535380424316757,trappe-ua
823,MoSDeF,MD,lammps-VU,pentaneUA-flexible_bonds,11,372.0,0.5435861711835711,0.011144124011322951,trappe-ua
824,MoSDeF,MD,gromacs,pentaneUA-constrain_bonds,9,372.0,0.5418054866199612,0.012218606738411214,trappe-ua
825,MoSDeF,MC,cassandra,ethanolAA,6,300.0,0.7908822133783333,0.006944736692032393,oplsaa
826,MoSDeF,MC,gomc,waterSPCE,13,280.0,1.0051595263305002,0.007937236524561242,spce
827,MoSDeF,MC,gomc,waterSPCE,11,280.0,1.0092366902361667,0.0059821693339777255,spce
828,MoSDeF,MD,hoomd,ethanolAA,6,320.0,0.7720542433160584,0.007733954397206906,oplsaa
829,MoSDeF,MD,lammps-VU,waterSPCE,10,320.0,0.9863160802145043,0.007914331816210414,spce
830,MoSDeF,MC,mcccs,waterSPCE,0,300.0,0.9956880223874256,0.007462168966343939,spce
831,MoSDeF,MC,cassandra,benzeneUA,7,450.0,0.6981907664716667,0.013329377688751238,benzene-ua
832,MoSDeF,MC,gomc,benzeneUA,12,450.0,0.6985897688020833,0.013295076492532119,benzene-ua
833,MoSDeF,MD,hoomd,waterSPCE,2,320.0,0.9860744672952254,0.007845219502170667,spce
834,MoSDeF,MC,cassandra,ethanolAA,12,280.0,0.8129988369416666,0.006748982589144215,oplsaa
835,MoSDeF,MC,gomc,ethanolAA,15,300.0,0.7913930774203333,0.00677966932008703,oplsaa
836,MoSDeF,MD,gromacs,waterSPCE,13,300.0,0.9978154818377145,0.007576817367548221,spce
837,MoSDeF,MD,gromacs,ethanolAA,8,280.0,0.8166736809620497,0.008785691975879775,oplsaa
838,MoSDeF,MC,mcccs,waterSPCE,10,280.0,1.006509081629546,0.006536959830145688,spce
839,MoSDeF,MC,mcccs,waterSPCE,8,320.0,0.9873552121552067,0.007031053709270074,spce
840,MoSDeF,MD,hoomd,ethanolAA,7,320.0,0.7721452531467845,0.0077810933991808,oplsaa
841,MoSDeF,MD,hoomd,methaneUA,5,140.0,0.3759638402609715,0.004498309994703731,trappe-ua
842,MoSDeF,MC,cassandra,benzeneUA,2,450.0,0.6988133119275002,0.013520670148752668,benzene-ua
843,MoSDeF,MD,hoomd,ethanolAA,3,280.0,0.8144302185776947,0.006826408404743358,oplsaa
844,MoSDeF,MD,lammps-VU,methaneUA,13,140.0,0.3759067001801552,0.004470397181283966,trappe-ua
845,MoSDeF,MC,cassandra,ethanolAA,15,300.0,0.7900365734375,0.007101465070971194,oplsaa
846,MoSDeF,MC,mcccs,ethanolAA,10,300.0,0.791557922526337,0.0068319378180397355,oplsaa
847,MoSDeF,MD,gromacs,waterSPCE,12,320.0,0.9864452632422733,0.008069247862397726,spce
848,MoSDeF,MD,lammps-VU,waterSPCE,5,320.0,0.9863945017611532,0.00783711766478612,spce
849,MoSDeF,MD,hoomd,waterSPCE,8,320.0,0.9862734714674994,0.007880877852115907,spce
850,MoSDeF,MC,cassandra,ethanolAA,10,300.0,0.7909270792391667,0.007199132990132785,oplsaa
851,MoSDeF,MC,cassandra,waterSPCE,15,300.0,0.9969455988866667,0.006788159091798569,spce
852,MoSDeF,MC,gomc,pentaneUA-constrain_bonds,10,372.0,0.5409719219820833,0.011146191775024851,trappe-ua
853,MoSDeF,MC,gomc,waterSPCE,9,320.0,0.9876409592062501,0.006915213358210256,spce
854,MoSDeF,MD,lammps-VU,pentaneUA-flexible_bonds,12,372.0,0.5415498006011654,0.011396341772722595,trappe-ua
855,MoSDeF,MC,mcccs,waterSPCE,5,300.0,0.9966588051955503,0.0070350972466816835,spce
856,MoSDeF,MC,gomc,waterSPCE,6,300.0,0.9964185068468334,0.007505208651035612,spce
857,MoSDeF,MC,gomc,ethanolAA,11,280.0,0.8094166237580833,0.006015903921957159,oplsaa
858,MoSDeF,MC,gomc,ethanolAA,13,320.0,0.7684699830479167,0.007094970424679121,oplsaa
859,MoSDeF,MC,mcccs,benzeneUA,4,450.0,0.6978600145683738,0.014695286684963269,benzene-ua
860,MoSDeF,MD,hoomd,ethanolAA,4,300.0,0.7937588454540071,0.00726472947577248,oplsaa
861,MoSDeF,MD,hoomd,waterSPCE,7,280.0,1.0068016184781798,0.007286208867702792,spce
862,MoSDeF,MD,lammps-VU,waterSPCE,9,280.0,1.0071973697262353,0.007013955449932659,spce
863,MoSDeF,MD,gromacs,benzeneUA,12,450.0,0.701755931858062,0.01992700448363015,benzene-ua
864,MoSDeF,MC,gomc,benzeneUA,8,450.0,0.6990535581359166,0.01256370809742108,benzene-ua
865,MoSDeF,MD,gromacs,pentaneUA-flexible_bonds,13,372.0,0.5317661000270649,0.022913866050996313,trappe-ua
866,MoSDeF,MD,lammps-VU,pentaneUA-flexible_bonds,1,372.0,0.544073227833602,0.01155338888326273,trappe-ua
867,MoSDeF,MD,hoomd,waterSPCE,9,280.0,1.0064688072847952,0.007323152996670739,spce
868,MoSDeF,MD,gromacs,ethanolAA,12,300.0,0.7953393236879968,0.010086967021579319,oplsaa
869,MoSDeF,MD,lammps-VU,waterSPCE,0,280.0,1.007091317065971,0.00737155726968739,spce
870,MoSDeF,MC,mcccs,ethanolAA,9,300.0,0.7914329413459213,0.007519091680396635,oplsaa
871,MoSDeF,MD,lammps-VU,methaneUA,6,140.0,0.3759605148828151,0.004438411019440038,trappe-ua
872,MoSDeF,MC,cassandra,ethanolAA,11,300.0,0.7914723436641667,0.007329881758767589,oplsaa
873,MoSDeF,MD,hoomd,ethanolAA,4,280.0,0.8145094287280905,0.006658802460208563,oplsaa
874,MoSDeF,MC,gomc,pentaneUA-constrain_bonds,12,372.0,0.5404184629258333,0.011770658750962205,trappe-ua
875,MoSDeF,MD,gromacs,ethanolAA,1,280.0,0.8167250188390057,0.009495111464567892,oplsaa
876,MoSDeF,MC,cassandra,waterSPCE,1,320.0,0.9879557924708333,0.008248579625183041,spce
877,MoSDeF,MD,gromacs,ethanolAA,10,320.0,0.7737268285600692,0.010492257625709595,oplsaa
878,MoSDeF,MD,hoomd,ethanolAA,13,320.0,0.7720631502259737,0.007860047742855843,oplsaa
879,MoSDeF,MD,hoomd,pentaneUA-flexible_bonds,9,372.0,0.5180245219623496,0.013186577099237174,trappe-ua
880,MoSDeF,MC,gomc,waterSPCE,15,280.0,1.006528671195,0.005543448268481551,spce
881,MoSDeF,MC,gomc,benzeneUA,1,450.0,0.6994650150781666,0.01272902978057565,benzene-ua
882,MoSDeF,MC,mcccs,methaneUA,5,140.0,0.37570469912175414,0.004454722082578434,trappe-ua
883,MoSDeF,MD,hoomd,pentaneUA-constrain_bonds,14,372.0,0.5415435619261374,0.01203083519354089,trappe-ua
884,MoSDeF,MC,mcccs,benzeneUA,2,450.0,0.698593324617822,0.013858295855437172,benzene-ua
885,MoSDeF,MD,hoomd,ethanolAA,9,320.0,0.771963433410607,0.007767518067088481,oplsaa
886,MoSDeF,MD,lammps-VU,methaneUA,0,140.0,0.37603465644619083,0.004483606819399972,trappe-ua
887,MoSDeF,MD,gromacs,methaneUA,5,140.0,0.3759585525887986,0.0044220787860469795,trappe-ua
888,MoSDeF,MC,gomc,pentaneUA-constrain_bonds,3,372.0,0.5404575487600833,0.011738137342828381,trappe-ua
889,MoSDeF,MD,hoomd,methaneUA,9,140.0,0.3759623193504381,0.004481271556204728,trappe-ua
890,MoSDeF,MC,cassandra,waterSPCE,13,280.0,1.0076895375425,0.008394703504850408,spce
891,MoSDeF,MC,gomc,waterSPCE,12,280.0,1.0087260655499166,0.006337237858077808,spce
892,MoSDeF,MD,lammps-VU,ethanolAA,15,300.0,0.7958002299385335,0.007187604839009181,oplsaa
893,MoSDeF,MD,hoomd,benzeneUA,13,450.0,0.6991799618237737,0.013706273201932774,benzene-ua
894,MoSDeF,MC,gomc,waterSPCE,10,300.0,0.9980012532048332,0.005722790664385522,spce
895,MoSDeF,MC,gomc,benzeneUA,0,450.0,0.6974005564801667,0.01298394699648449,benzene-ua
